order_id,customer_id,customer_name,product_id,product_name,category,sub_category,order_date,delivery_date,order_quantity,unit_price,total_price,discount,payment_method,city,state,country,region,salesperson_id,salesperson_name,return_status,,
ORD5034,CUST6436,Emma Watson,PROD947,tablet,Appliances,Microwave,27-11-2023,26-11-2023,5,876,4380,25.01,online payment,New York,IL,USA,Central,SP50,Bob,,ORD5034-Emma Watson-tablet-5,1
ORD4119,CUST7611,Robert Brown,PROD184,KEYBOARD,Furniture,Sofa,24-04-2023,19-04-2023,6,1753.77,10522.62,26.02,DEBIT card,Phoenix,TX,USA,South,SP19,Bob,,ORD4119-Robert Brown-KEYBOARD-6,1
ORD5923,CUST7347,Alice Smith,PROD449,tablet,Electronics,Phone,24-08-2023,01-09-2023,8,906.8,7254.4,8.9,credit card,Phoenix,TX,USA,Central,SP63,Alice,Not Returned,ORD5923-Alice Smith-tablet-8,1
ORD3444,CUST7247,Michael Johnson,PROD630,Laptop,Furniture,Chair,23-12-2023,26-12-2023,2,717.89,1435.78,49.44,Cash,Los Angeles,NY,USA,North,SP34,Alice,Returned,ORD3444-Michael Johnson-Laptop-2,1
ORD2989,CUST3269,Emma Watson,PROD673,KEYBOARD,Electronics,Tablet,25-10-2023,31-10-2023,3,1517.11,4551.33,13.59,online payment,Houston,CA,USA,West,SP18,Bob,Not Returned,ORD2989-Emma Watson-KEYBOARD-3,1
ORD7859,CUST3998,Emma Watson,PROD233,HeadPhons,Furniture,Table,13-04-2023,20-04-2023,9,802.6,7223.4,7.38,online payment,Los Angeles,NY,USA,Central,SP98,Charlie,Not Returned,ORD7859-Emma Watson-HeadPhons-9,1
ORD9099,CUST6818,Alice Smith,PROD846,KEYBOARD,Electronics,Phone,01-05-2023,30-04-2023,5,1655.55,8277.75,23.79,credit card,Los Angeles,CA,USA,South,SP99,Charlie,,ORD9099-Alice Smith-KEYBOARD-5,1
ORD3756,CUST8051,Robert Brown,PROD846,KEYBOARD,Electronics,Phone,25-03-2023,09-04-2023,1,1161.11,1161.11,15.66,credit card,New York,TX,USA,South,SP19,Charlie,Returned,ORD3756-Robert Brown-KEYBOARD-1,1
ORD9220,CUST9186,John Doe,PROD166,HeadPhons,Electronics,Tablet,20-07-2023,04-08-2023,4,1336.82,7137.36,,credit card,Phoenix,AZ,USA,West,SP50,Charlie,Not Returned,ORD9220-John Doe-HeadPhons-4,1
ORD1020,CUST5268,John Doe,PROD955,HeadPhons,Electronics,Phone,01-03-2023,24-02-2023,9,552.34,4971.06,3.59,online payment,New York,IL,USA,West,SP95,Emma,,ORD1020-John Doe-HeadPhons-9,1
ORD5205,CUST4713,Michael Johnson,PROD637,Laptop,Furniture,Sofa,07-05-2023,22-05-2023,5,1525.15,7625.75,24.06,online payment,Los Angeles,CA,USA,West,SP50,David,Returned,ORD5205-Michael Johnson-Laptop-5,1
ORD6570,CUST2336,Robert Brown,PROD986,tablet,Appliances,Refrigerator,15-12-2023,10-12-2023,1,796.95,796.95,11.64,Online Payment,Houston,CA,USA,South,SP55,Charlie,Not Returned,ORD6570-Robert Brown-tablet-1,1
ORD6210,CUST2540,Emma Watson,PROD579,tablet,Appliances,Refrigerator,23-03-2023,06-04-2023,6,1734.45,10406.7,9.65,online payment,Chicago,TX,USA,Central,SP40,David,Not Returned,ORD6210-Emma Watson-tablet-6,1
ORD6198,CUST1334,Alice Smith,PROD138,HeadPhons,Accessories,Keyboard,09-04-2023,21-04-2023,9,624.12,5617.08,26.04,Cash,Phoenix,NY,USA,South,SP16,Emma,,ORD6198-Alice Smith-HeadPhons-9,1
ORD6517,CUST1997,Michael Johnson,PROD791,Monitorr,Furniture,Table,27-12-2023,28-12-2023,9,1092.72,9834.48,0.8,online payment,Chicago,NY,USA,East,SP83,Emma,Returned,ORD6517-Michael Johnson-Monitorr-9,1
ORD4846,CUST1969,Alice Smith,PROD634,Monitorr,Accessories,Mouse,19-05-2023,03-06-2023,8,1029.03,8232.24,6.55,credit card,Houston,CA,USA,East,SP48,David,Returned,ORD4846-Alice Smith-Monitorr-8,1
ORD4803,CUST2564,Michael Johnson,PROD909,Phone,Appliances,Microwave,04-01-2023,04-01-2023,1,1780.6,1780.6,47.57,credit card,Houston,IL,USA,Central,SP59,Emma,Not Returned,ORD4803-Michael Johnson-Phone-1,1
ORD2647,CUST9669,Robert Brown,PROD708,Monitorr,Accessories,Headphones,02-02-2023,12-02-2023,5,1857.69,9288.45,-36.09,Cash,Chicago,CA,USA,West,SP81,Charlie,Returned,ORD2647-Robert Brown-Monitorr-5,1
ORD4016,,Robert Brown,PROD384,Laptop,Furniture,Table,19-12-2023,20-12-2023,10,1686.7,16867,20.42,online payment,Houston,AZ,USA,Central,SP17,Charlie,Not Returned,ORD4016-Robert Brown-Laptop-10,1
ORD7476,CUST6017,Robert Brown,PROD174,Laptop,Furniture,Sofa,02-03-2023,10-03-2023,2,1513.43,3026.86,16.76,Cash,Los Angeles,CA,USA,North,SP17,David,Not Returned,ORD7476-Robert Brown-Laptop-2,1
ORD5528,,Robert Brown,PROD838,HeadPhons,Electronics,Laptop,22-04-2023,28-04-2023,10,329.22,3292.2,17.28,Credit Card,Phoenix,AZ,USA,West,SP46,Bob,Returned,ORD5528-Robert Brown-HeadPhons-10,1
ORD8937,CUST7141,John Doe,PROD102,KEYBOARD,Appliances,Washing Machine,15-12-2023,14-12-2023,4,1952.59,7810.36,-41.79,credit card,Chicago,TX,USA,North,SP14,Alice,Returned,ORD8937-John Doe-KEYBOARD-4,1
ORD5631,CUST3824,Robert Brown,PROD599,KEYBOARD,Appliances,Refrigerator,31-12-2023,15-01-2024,2,1567.47,3134.94,29.87,Cash,Chicago,NY,USA,North,SP95,David,Returned,ORD5631-Robert Brown-KEYBOARD-2,1
ORD1406,CUST9162,Emma Watson,PROD845,tablet,Accessories,Headphones,14-07-2023,27-07-2023,9,887.48,7987.32,22.95,Cash,New York,IL,USA,West,SP16,Emma,,ORD1406-Emma Watson-tablet-9,1
ORD9026,CUST4577,John Doe,PROD690,tablet,Furniture,Chair,12-06-2023,13-06-2023,8,1600.65,12805.2,39.96,DEBIT card,Phoenix,AZ,USA,East,SP44,Charlie,,ORD9026-John Doe-tablet-8,1
ORD8822,CUST2588,Michael Johnson,PROD223,HeadPhons,Accessories,Headphones,27-03-2023,10-04-2023,4,341.14,1364.56,2.55,Online Payment,Los Angeles,CA,USA,East,SP27,Emma,Not Returned,ORD8822-Michael Johnson-HeadPhons-4,1
ORD4295,CUST3534,John Doe,PROD218,KEYBOARD,Furniture,Chair,31-07-2023,09-08-2023,3,92.44,277.32,33.87,online payment,Houston,AZ,USA,North,SP42,David,Not Returned,ORD4295-John Doe-KEYBOARD-3,1
ORD8259,CUST3898,Michael Johnson,PROD526,HeadPhons,Electronics,Phone,22-03-2023,21-03-2023,4,419.37,1677.48,,online payment,New York,NY,USA,South,SP80,Alice,,ORD8259-Michael Johnson-HeadPhons-4,1
ORD7274,CUST3908,Alice Smith,PROD222,HeadPhons,Accessories,Keyboard,InvalidDate,InvalidDate,4,1099.65,4398.6,42.27,Credit Card,Chicago,TX,USA,North,SP99,David,,ORD7274-Alice Smith-HeadPhons-4,1
ORD6031,CUST8292,Robert Brown,PROD177,KEYBOARD,Electronics,Laptop,18-11-2023,24-11-2023,6,1699.98,10199.88,37.31,credit card,New York,IL,USA,East,SP23,David,,ORD6031-Robert Brown-KEYBOARD-6,1
ORD5593,,John Doe,PROD407,HeadPhons,Accessories,Keyboard,16-03-2023,31-03-2023,2,171.19,342.38,32.64,DEBIT card,Chicago,CA,USA,West,SP94,Bob,,ORD5593-John Doe-HeadPhons-2,1
ORD4869,,John Doe,PROD510,HeadPhons,Accessories,Keyboard,06-07-2023,05-07-2023,10,66.13,661.3,,credit card,New York,AZ,USA,West,SP29,Alice,Returned,ORD4869-John Doe-HeadPhons-10,1
ORD1002,CUST2970,Emma Watson,PROD363,tablet,Appliances,Refrigerator,03-05-2023,29-04-2023,6,1909.93,11459.58,,online payment,Houston,AZ,USA,North,SP16,Charlie,Returned,ORD1002-Emma Watson-tablet-6,1
ORD9751,CUST6106,Robert Brown,PROD360,HeadPhons,Appliances,Refrigerator,22-09-2023,07-10-2023,1,249.68,249.68,,Online Payment,New York,AZ,USA,West,SP12,David,,ORD9751-Robert Brown-HeadPhons-1,1
ORD7911,CUST2765,Robert Brown,PROD490,KEYBOARD,Electronics,Phone,28-08-2023,02-09-2023,10,958.81,9588.1,,DEBIT card,Houston,TX,USA,West,SP70,Emma,,ORD7911-Robert Brown-KEYBOARD-10,1
ORD6154,CUST3955,Robert Brown,PROD829,HeadPhons,Electronics,Phone,InvalidDate,InvalidDate,7,275.37,1927.59,-14.4,online payment,New York,AZ,USA,West,SP90,Bob,Returned,ORD6154-Robert Brown-HeadPhons-7,1
ORD8237,CUST3742,Robert Brown,PROD765,HeadPhons,Appliances,Microwave,InvalidDate,InvalidDate,3,1665.07,4995.21,0.72,Credit Card,Los Angeles,TX,USA,South,SP77,Bob,,ORD8237-Robert Brown-HeadPhons-3,1
ORD7227,CUST9153,Alice Smith,PROD183,HeadPhons,Appliances,Refrigerator,18-08-2023,25-08-2023,4,1588.71,6354.84,-2.72,Cash,Los Angeles,NY,USA,East,SP61,Alice,Returned,ORD7227-Alice Smith-HeadPhons-4,1
ORD5455,CUST3543,Emma Watson,PROD205,tablet,Furniture,Table,29-12-2022,04-01-2023,4,1224.63,4898.52,27,Cash,Chicago,AZ,USA,Central,SP55,Charlie,Not Returned,ORD5455-Emma Watson-tablet-4,1
ORD9624,CUST6527,John Doe,PROD696,HeadPhons,Appliances,Refrigerator,02-12-2023,10-12-2023,5,1443.85,7219.25,5.56,DEBIT card,Phoenix,IL,USA,South,SP50,Charlie,,ORD9624-John Doe-HeadPhons-5,1
ORD6145,CUST9978,Emma Watson,PROD976,HeadPhons,Electronics,Tablet,11-02-2023,20-02-2023,5,849.73,4248.65,22.21,online payment,New York,NY,USA,South,SP14,Charlie,,ORD6145-Emma Watson-HeadPhons-5,1
ORD7126,CUST8338,Alice Smith,PROD616,Laptop,Accessories,Headphones,08-12-2023,22-12-2023,1,345.22,345.22,26.21,DEBIT card,Houston,CA,USA,Central,SP36,David,,ORD7126-Alice Smith-Laptop-1,1
ORD6188,CUST2072,Emma Watson,PROD346,Monitorr,Furniture,Sofa,30-01-2023,28-01-2023,6,1215.12,7290.72,23.77,DEBIT card,Phoenix,AZ,USA,South,SP48,Emma,Returned,ORD6188-Emma Watson-Monitorr-6,1
ORD9842,CUST6991,Alice Smith,PROD161,tablet,Accessories,Keyboard,14-06-2023,22-06-2023,10,1533.9,15339,39.51,online payment,New York,AZ,USA,North,SP48,Charlie,,ORD9842-Alice Smith-tablet-10,1
ORD9482,CUST9040,Michael Johnson,PROD876,Phone,Accessories,Headphones,21-04-2023,30-04-2023,4,1767.76,7071.04,-7.98,Credit Card,Houston,TX,USA,South,SP51,Emma,Not Returned,ORD9482-Michael Johnson-Phone-4,1
ORD3262,CUST7623,John Doe,PROD690,Laptop,Furniture,Chair,19-01-2023,16-01-2023,9,1916.53,17248.77,40.02,Credit Card,New York,NY,USA,West,SP35,David,,ORD3262-John Doe-Laptop-9,1
ORD4695,,Emma Watson,PROD568,Monitorr,Appliances,Refrigerator,19-06-2023,18-06-2023,10,257.26,2572.6,35.55,online payment,New York,CA,USA,East,SP61,Alice,,ORD4695-Emma Watson-Monitorr-10,1
ORD2047,CUST8871,Emma Watson,PROD471,KEYBOARD,Appliances,Microwave,23-04-2023,02-05-2023,9,765.81,6892.29,30.75,DEBIT card,Los Angeles,CA,USA,South,SP56,Bob,Not Returned,ORD2047-Emma Watson-KEYBOARD-9,1
ORD6785,CUST2618,Alice Smith,PROD919,KEYBOARD,Appliances,Refrigerator,21-08-2023,04-09-2023,4,122.64,490.56,25.61,credit card,Chicago,TX,USA,East,SP55,Charlie,,ORD6785-Alice Smith-KEYBOARD-4,1
ORD5118,CUST2490,Alice Smith,PROD410,tablet,Furniture,Chair,InvalidDate,InvalidDate,4,186.52,746.08,18.18,online payment,Los Angeles,CA,USA,East,SP20,Charlie,,ORD5118-Alice Smith-tablet-4,1
ORD4909,CUST6251,Emma Watson,PROD276,KEYBOARD,Electronics,Laptop,28-05-2023,01-06-2023,4,1521.14,6084.56,-4.68,Online Payment,Chicago,TX,USA,South,SP62,Alice,Not Returned,ORD4909-Emma Watson-KEYBOARD-4,1
ORD3925,CUST9715,Robert Brown,PROD849,Phone,Furniture,Chair,21-04-2023,24-04-2023,4,454.47,2262.65,48.38,online payment,Chicago,CA,USA,East,SP62,Bob,Returned,ORD3925-Robert Brown-Phone-4,1
ORD1449,CUST9951,Emma Watson,PROD885,Monitorr,Electronics,Phone,24-08-2023,19-08-2023,8,1945.4,15563.2,20.97,DEBIT card,Phoenix,TX,USA,East,SP50,Emma,Returned,ORD1449-Emma Watson-Monitorr-8,1
ORD2124,CUST5629,John Doe,PROD409,HeadPhons,Furniture,Chair,29-09-2023,27-09-2023,9,1685.9,15173.1,41.15,Online Payment,Phoenix,IL,USA,West,SP52,Alice,,ORD2124-John Doe-HeadPhons-9,1
ORD1009,CUST8338,Alice Smith,PROD994,tablet,Appliances,Microwave,28-06-2023,30-06-2023,8,1356.36,10850.88,,online payment,Phoenix,CA,USA,East,SP61,Alice,Returned,ORD1009-Alice Smith-tablet-8,1
ORD2899,CUST5799,John Doe,PROD601,tablet,Electronics,Phone,04-02-2023,30-01-2023,4,180.18,720.72,16.39,Cash,Chicago,IL,USA,North,SP28,David,Not Returned,ORD2899-John Doe-tablet-4,1
ORD4193,CUST7984,Robert Brown,PROD317,tablet,Appliances,Microwave,09-01-2023,15-01-2023,4,900.46,3601.84,44.45,Credit Card,Houston,AZ,USA,Central,SP52,Emma,Not Returned,ORD4193-Robert Brown-tablet-4,1
ORD8811,CUST7177,Emma Watson,PROD849,Phone,Furniture,Sofa,05-06-2023,18-06-2023,6,753.69,4522.14,40.35,DEBIT card,Phoenix,IL,USA,South,SP22,Charlie,,ORD8811-Emma Watson-Phone-6,1
ORD2275,CUST1390,Robert Brown,PROD932,Laptop,Accessories,Headphones,17-04-2023,26-04-2023,9,1995.83,17962.47,19.06,Cash,Chicago,TX,USA,West,SP54,Bob,,ORD2275-Robert Brown-Laptop-9,1
ORD5382,CUST6267,Emma Watson,PROD888,HeadPhons,Accessories,Headphones,03-04-2023,02-04-2023,1,829.43,829.43,,Credit Card,New York,AZ,USA,Central,SP54,Emma,,ORD5382-Emma Watson-HeadPhons-1,1
ORD3126,CUST7370,Alice Smith,PROD786,tablet,Accessories,Headphones,27-03-2023,01-04-2023,6,1094.91,6569.46,,Online Payment,Houston,TX,USA,South,SP95,Emma,Not Returned,ORD3126-Alice Smith-tablet-6,1
ORD8734,CUST5705,Emma Watson,PROD628,Laptop,Appliances,Refrigerator,05-07-2023,06-07-2023,9,1096.73,9870.57,10.27,credit card,Los Angeles,NY,USA,West,SP67,Alice,Returned,ORD8734-Emma Watson-Laptop-9,1
ORD9067,CUST1903,Robert Brown,PROD659,tablet,Appliances,Washing Machine,22-07-2023,24-07-2023,3,1463.95,4391.85,0.06,Online Payment,New York,CA,USA,Central,SP67,Emma,Returned,ORD9067-Robert Brown-tablet-3,1
ORD9529,CUST1682,John Doe,PROD978,Monitorr,Furniture,Chair,29-04-2023,14-05-2023,10,1130.98,11309.8,38.29,DEBIT card,Chicago,CA,USA,East,SP67,Charlie,Returned,ORD9529-John Doe-Monitorr-10,1
ORD7277,CUST2461,Alice Smith,PROD767,Monitorr,Accessories,Keyboard,25-01-2023,25-01-2023,10,1551.63,15516.3,29.33,Credit Card,Phoenix,NY,USA,North,SP63,Bob,Not Returned,ORD7277-Alice Smith-Monitorr-10,1
ORD9502,CUST9893,Emma Watson,PROD883,Monitorr,Appliances,Refrigerator,21-04-2023,25-04-2023,9,1779.18,16012.62,49.32,DEBIT card,Houston,IL,USA,Central,SP30,Bob,Not Returned,ORD9502-Emma Watson-Monitorr-9,1
ORD7145,CUST6138,John Doe,PROD444,Monitorr,Electronics,Tablet,11-02-2023,26-02-2023,10,1552.81,15528.1,45.42,credit card,Los Angeles,NY,USA,Central,SP60,David,Returned,ORD7145-John Doe-Monitorr-10,1
ORD8974,CUST9753,Michael Johnson,PROD827,HeadPhons,Furniture,Table,22-10-2023,04-11-2023,6,1468.09,8808.54,37.17,Online Payment,Phoenix,AZ,USA,North,SP75,Emma,Not Returned,ORD8974-Michael Johnson-HeadPhons-6,1
ORD1512,,Robert Brown,PROD289,Monitorr,Appliances,Refrigerator,17-04-2023,26-04-2023,10,847.69,8476.9,9.51,online payment,Chicago,IL,USA,South,SP54,David,Returned,ORD1512-Robert Brown-Monitorr-10,1
ORD8055,CUST7306,Michael Johnson,PROD346,Phone,Electronics,Phone,24-09-2023,20-09-2023,9,53.68,483.12,20.96,DEBIT card,Los Angeles,IL,USA,East,SP97,Emma,,ORD8055-Michael Johnson-Phone-9,1
ORD3725,CUST9810,John Doe,PROD608,Monitorr,Appliances,Washing Machine,11-12-2023,20-12-2023,2,1941.62,3883.24,3.6,Credit Card,Los Angeles,NY,USA,North,SP43,Bob,Not Returned,ORD3725-John Doe-Monitorr-2,1
ORD3174,CUST8107,Michael Johnson,PROD838,Monitorr,Accessories,Headphones,04-03-2023,05-03-2023,5,1660.38,8301.9,7.61,online payment,Los Angeles,CA,USA,East,SP12,Bob,Returned,ORD3174-Michael Johnson-Monitorr-5,1
ORD2204,CUST9584,Emma Watson,PROD785,Monitorr,Electronics,Phone,31-07-2023,26-07-2023,9,1428.64,12857.76,5.63,Credit Card,Los Angeles,TX,USA,South,SP52,Alice,,ORD2204-Emma Watson-Monitorr-9,1
ORD5583,CUST9335,Emma Watson,PROD594,HeadPhons,Appliances,Washing Machine,28-06-2023,05-07-2023,9,1845.29,16607.61,7.72,DEBIT card,New York,AZ,USA,South,SP74,Alice,Not Returned,ORD5583-Emma Watson-HeadPhons-9,1
ORD7853,CUST1732,Alice Smith,PROD399,Phone,Electronics,Laptop,09-04-2023,21-04-2023,1,1570.37,1570.37,33.18,DEBIT card,Phoenix,IL,USA,Central,SP43,David,Not Returned,ORD7853-Alice Smith-Phone-1,1
ORD7658,CUST2616,John Doe,PROD672,HeadPhons,Furniture,Table,InvalidDate,InvalidDate,6,1760.57,10563.42,28.39,online payment,New York,NY,USA,South,SP80,Bob,Returned,ORD7658-John Doe-HeadPhons-6,1
ORD3267,CUST4042,Michael Johnson,PROD790,tablet,Electronics,Phone,01-11-2023,09-11-2023,10,1872.18,18721.8,32.58,online payment,Houston,AZ,USA,North,SP99,David,Returned,ORD3267-Michael Johnson-tablet-10,1
ORD9715,CUST6247,Michael Johnson,PROD958,tablet,Electronics,Laptop,06-04-2023,18-04-2023,6,463.25,2779.5,5.29,credit card,Chicago,CA,USA,North,SP85,Charlie,Not Returned,ORD9715-Michael Johnson-tablet-6,1
ORD8438,CUST4335,John Doe,PROD845,KEYBOARD,Electronics,Laptop,21-11-2023,02-12-2023,2,83.13,166.26,42.49,online payment,Chicago,CA,USA,North,SP81,Bob,,ORD8438-John Doe-KEYBOARD-2,1
ORD2480,CUST1255,Emma Watson,PROD607,tablet,Furniture,Sofa,11-12-2023,21-12-2023,6,1374.66,8247.96,16.03,Cash,Houston,IL,USA,North,SP18,Alice,,ORD2480-Emma Watson-tablet-6,1
ORD4292,,Michael Johnson,PROD569,Phone,Accessories,Mouse,27-04-2023,09-05-2023,6,261.74,1570.44,6.16,Credit Card,Houston,CA,USA,Central,SP44,Charlie,,ORD4292-Michael Johnson-Phone-6,1
ORD5012,CUST2905,Alice Smith,PROD104,Phone,Furniture,Sofa,05-07-2023,13-07-2023,7,1213.71,8495.97,41.32,Online Payment,Houston,AZ,USA,North,SP31,David,Returned,ORD5012-Alice Smith-Phone-7,1
ORD1644,CUST1077,John Doe,PROD157,Laptop,Electronics,Tablet,01-04-2023,30-03-2023,8,814.53,6516.24,39.97,online payment,Houston,IL,USA,East,SP90,Alice,Returned,ORD1644-John Doe-Laptop-8,1
ORD5844,CUST6419,Michael Johnson,PROD580,HeadPhons,Accessories,Headphones,20-12-2023,02-01-2024,5,285.38,1426.9,46.56,credit card,Phoenix,TX,USA,West,SP15,Emma,,ORD5844-Michael Johnson-HeadPhons-5,1
ORD6878,CUST7388,Emma Watson,PROD673,Laptop,Furniture,Sofa,02-09-2023,02-09-2023,7,1662.93,11640.51,22.98,Online Payment,Phoenix,CA,USA,North,SP47,Alice,Not Returned,ORD6878-Emma Watson-Laptop-7,1
ORD4683,CUST7091,Alice Smith,PROD673,KEYBOARD,Furniture,Table,15-07-2023,11-07-2023,5,440.8,2204,17.84,Online Payment,Los Angeles,AZ,USA,North,SP64,Alice,Returned,ORD4683-Alice Smith-KEYBOARD-5,1
ORD4871,CUST7585,John Doe,PROD223,KEYBOARD,Furniture,Table,18-12-2023,17-12-2023,3,1596.11,4788.33,40.48,Credit Card,Phoenix,NY,USA,South,SP98,David,,ORD4871-John Doe-KEYBOARD-3,1
ORD6925,,Alice Smith,PROD747,Monitorr,Furniture,Table,02-02-2023,01-02-2023,3,641.6,1924.8,47.42,Cash,Los Angeles,TX,USA,North,SP50,David,,ORD6925-Alice Smith-Monitorr-3,1
ORD3938,CUST5033,Michael Johnson,PROD250,tablet,Appliances,Refrigerator,25-05-2023,06-06-2023,8,1839.43,14715.44,37.79,online payment,Chicago,IL,USA,North,SP25,David,,ORD3938-Michael Johnson-tablet-8,1
ORD6511,CUST5230,Michael Johnson,PROD448,KEYBOARD,Appliances,Washing Machine,26-03-2023,01-04-2023,4,987.27,3949.08,47.77,Credit Card,New York,CA,USA,North,SP24,David,Returned,ORD6511-Michael Johnson-KEYBOARD-4,1
ORD3641,CUST7927,Robert Brown,PROD348,Laptop,Accessories,Keyboard,14-11-2023,18-11-2023,1,1610.48,1610.48,43.08,online payment,Houston,IL,USA,North,SP81,Emma,,ORD3641-Robert Brown-Laptop-1,1
ORD7292,CUST6074,John Doe,PROD276,HeadPhons,Electronics,Tablet,03-03-2023,27-02-2023,1,411.3,411.3,39.53,Cash,Chicago,NY,USA,North,SP14,Bob,,ORD7292-John Doe-HeadPhons-1,1
ORD2874,CUST5466,Emma Watson,PROD442,Monitorr,Accessories,Keyboard,08-12-2023,11-12-2023,7,756.76,5297.32,16.17,credit card,Chicago,CA,USA,Central,SP97,Charlie,Returned,ORD2874-Emma Watson-Monitorr-7,1
ORD6434,CUST1167,Emma Watson,PROD197,Phone,Appliances,Washing Machine,29-05-2023,24-05-2023,4,620.93,2483.72,15.01,Cash,Los Angeles,TX,USA,North,SP72,Bob,,ORD6434-Emma Watson-Phone-4,1
ORD3146,CUST7777,John Doe,PROD260,Monitorr,Electronics,Phone,04-06-2023,03-06-2023,7,1129.3,7905.1,29.72,Cash,New York,TX,USA,West,SP69,David,Returned,ORD3146-John Doe-Monitorr-7,1
ORD9736,CUST4104,Robert Brown,PROD188,Monitorr,Appliances,Microwave,23-12-2023,30-12-2023,5,1845.5,9227.5,31.15,credit card,Los Angeles,TX,USA,West,SP26,Alice,Returned,ORD9736-Robert Brown-Monitorr-5,1
ORD1152,CUST8998,Robert Brown,PROD868,HeadPhons,Furniture,Table,31-10-2023,28-10-2023,8,689.98,5519.84,26.08,Online Payment,New York,TX,USA,East,SP54,Bob,,ORD1152-Robert Brown-HeadPhons-8,1
ORD8708,CUST1170,John Doe,PROD765,KEYBOARD,Electronics,Phone,21-12-2023,29-12-2023,1,292.27,292.27,-8.34,Online Payment,Los Angeles,IL,USA,South,SP17,David,Returned,ORD8708-John Doe-KEYBOARD-1,1
ORD4863,CUST7479,Robert Brown,PROD844,Phone,Electronics,Tablet,18-07-2023,25-07-2023,5,403.86,2019.3,44.01,Credit Card,Phoenix,AZ,USA,East,SP91,Charlie,Not Returned,ORD4863-Robert Brown-Phone-5,1
ORD3879,,Michael Johnson,PROD889,KEYBOARD,Appliances,Microwave,03-08-2023,14-08-2023,9,1191.15,8872.59,-6.17,credit card,Chicago,IL,USA,North,SP96,Charlie,Not Returned,ORD3879-Michael Johnson-KEYBOARD-9,1
ORD6756,CUST3111,Michael Johnson,PROD668,Monitorr,Appliances,Microwave,29-09-2023,02-10-2023,8,1986.69,15893.52,,Online Payment,Los Angeles,NY,USA,Central,SP98,David,Not Returned,ORD6756-Michael Johnson-Monitorr-8,1
ORD6952,CUST4653,Michael Johnson,PROD948,HeadPhons,Furniture,Sofa,15-11-2023,20-11-2023,1,1242.52,1242.52,6.61,Credit Card,Los Angeles,CA,USA,North,SP48,Alice,Not Returned,ORD6952-Michael Johnson-HeadPhons-1,1
ORD8800,CUST2874,Alice Smith,PROD131,KEYBOARD,Furniture,Chair,22-03-2023,18-03-2023,5,69.31,346.55,17.88,credit card,Los Angeles,CA,USA,East,SP53,Emma,,ORD8800-Alice Smith-KEYBOARD-5,1
ORD5082,CUST9004,Alice Smith,PROD663,tablet,Furniture,Sofa,29-10-2023,27-10-2023,3,262.74,788.22,-14.74,Credit Card,Phoenix,TX,USA,North,SP84,Bob,Not Returned,ORD5082-Alice Smith-tablet-3,1
ORD1653,CUST9797,Emma Watson,PROD267,Laptop,Electronics,Phone,06-12-2023,11-12-2023,9,382.75,3444.75,4.03,Cash,New York,TX,USA,South,SP79,David,,ORD1653-Emma Watson-Laptop-9,1
ORD7180,CUST5202,Emma Watson,PROD873,Laptop,Furniture,Chair,25-12-2022,02-01-2023,1,528.42,528.42,6.54,Credit Card,Los Angeles,TX,USA,North,SP71,Bob,Not Returned,ORD7180-Emma Watson-Laptop-1,1
ORD3352,CUST7524,Alice Smith,PROD269,HeadPhons,Appliances,Refrigerator,18-05-2023,02-06-2023,5,1922.11,9610.55,36.14,Online Payment,Phoenix,IL,USA,Central,SP91,David,Not Returned,ORD3352-Alice Smith-HeadPhons-5,1
ORD5209,CUST5693,John Doe,PROD515,HeadPhons,Electronics,Laptop,01-04-2023,31-03-2023,9,1376.97,12392.73,25.9,Cash,Los Angeles,CA,USA,Central,SP99,David,,ORD5209-John Doe-HeadPhons-9,1
ORD8936,CUST5284,Alice Smith,PROD594,Phone,Accessories,Headphones,15-11-2023,15-11-2023,10,75.38,753.8,48.49,online payment,Chicago,AZ,USA,North,SP41,David,,ORD8936-Alice Smith-Phone-10,1
ORD8449,CUST2956,Alice Smith,PROD685,tablet,Furniture,Sofa,14-05-2023,19-05-2023,2,1849.21,3698.42,,DEBIT card,Chicago,IL,USA,Central,SP55,David,Returned,ORD8449-Alice Smith-tablet-2,1
ORD2489,CUST4311,Robert Brown,PROD699,HeadPhons,Electronics,Phone,28-05-2023,09-06-2023,10,249.2,2492,,credit card,Los Angeles,IL,USA,North,SP89,Bob,Returned,ORD2489-Robert Brown-HeadPhons-10,1
ORD2702,CUST9158,Alice Smith,PROD161,HeadPhons,Electronics,Laptop,14-08-2023,17-08-2023,3,1185.95,3760,44.11,Credit Card,Chicago,CA,USA,West,SP18,Charlie,Not Returned,ORD2702-Alice Smith-HeadPhons-3,1
ORD7780,CUST9490,Michael Johnson,PROD729,Phone,Electronics,Phone,26-12-2022,06-01-2023,10,924,9240,32.73,DEBIT card,Chicago,TX,USA,West,SP21,David,,ORD7780-Michael Johnson-Phone-10,1
ORD5914,CUST8683,Michael Johnson,PROD518,Monitorr,Appliances,Washing Machine,10-08-2023,08-08-2023,5,504.35,2521.75,3.96,Cash,Houston,CA,USA,West,SP43,Bob,,ORD5914-Michael Johnson-Monitorr-5,1
ORD6400,CUST2825,Michael Johnson,PROD781,Laptop,Appliances,Microwave,29-12-2022,12-01-2023,5,1901.67,9508.35,39.15,Online Payment,Houston,NY,USA,North,SP93,Emma,Not Returned,ORD6400-Michael Johnson-Laptop-5,1
